Casenumer,Jurisdiction,Question,Summary
470281,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,Hallo  Er is beslag gelegd door mijn ex op een rekening waar het geld op staat van de overwaarde van de verkochte woning. Deze rekening word beheerd door een notaris. Dit geld staat hier nog omdat wij het onderling niet eens zijn over de verdeling hiervan.  Vraag. Moet de notaris dit bedrag overmaken an de deurwaarder en ben ik dan mijn deel daarvan kwijt?
470304,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,Mijn dochter is laatst 18 jaar geworden. Zij woont thuis bij haar moeder (mijn ex) en ze studeert niet. Zij heeft ervoor gekozen om fulltime te gaan werken en tot nu toe heeft ze steeds werk en dus inkomsten gehad. Nu is mijn vraag hoe zit het met mijn alimetnatieplicht. Ik weet dat ik nu rechtstreeks aan mijn dochter mag betalen maar omdat zij zelf ook inkomsten heeft die in mijn ogen ruim voldoende zijn om zichzelf te onderhouden in de thuiswonende situatie. Daar komt bij dat mijn ex en kostgeld ontvangt van haar en mijn alimentatie. BvD
470460,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,Een spiritueel centrum heeft eenzijdig de cursusovereenkomst opgezegd. Men is boos omdat ik een aantal vragen stelde. Moet ik nu toch cursusgeld betalen?
470471,Bestuursrecht - (overig),Reactie via formulier op jurofoon.nl,L.S.   Heb vervolggegevens over zaak 465501 in PDF
470480,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Mijn werkgever weigert om mijn normale baan als consultant te laten uitvoeren. Nu zit ik niks te doen achter een pc met internet aansluiting, maar zonder mijn e-mailadres en bedrijfsinformatietoegang. Het is duidelijk dat we niet meer door 1 deur kunnen. Wat is verstandig om te doen?"
470481,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,"Ik word onterecht door mijn baas in een verbetertraject geplaatst waarin onhaalbare normen staan die ik in 3 maanden tijd verbeterd moet hebben. Zo niet dan kan er verlenging volgen van het traject of het wordt beeindigd met als gevolg ontslag. Ik werk al meer dan 5,5 jaar bij dat bedrijf en ben al meer dan 2 jaar in dienst en ik heb nog nooit een slechte beoordeling gehad. En nu na 3 maanden dat het iets minder lekker gaat op een nieuwe afdeling met een teamleidster die me volgens mij weg weg wil werken word ik meteen in een traject geplaatst. Is dit zomaar mogelijk of kan ik dit aanvechten zodat ik niet in een traject geplaatst wordt?"
470502,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Goedenmiddag,    Vanwege een verkeerd vriendje ben ik in de financiele moeilijkheden gekomen. Ik heb nu een dagvaarding gekregen voor 13 oktober a.s.     Nou zijn er een aantal dingen die niet helemaal kloppen. Het ging om een rekening van € 41,- dit is nu meer als € 900,-   Ook staat er in de brief dat ik een aangetekende brief heb gehad en hier niet op gereageerd heb. Dit klopt want ik heb nooit een aangetekende brief gekregen!     Nu is mijn vraag, Hoe moet ik dit oplossen?    Met vriendelijke groet,    Lisanne van der Schelling"
470503,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Goedemiddag,    Ik heb even een vraag over het volgende:  Ik ben sinds december 1998 in dienst bij mijn huidige werkgever. Ik ben parttimer en werk 2 dagen in de week à 8 uur, dus 16 uur. Op mijn loonstrook staat dat ik parttimer ben voor 40%. Mijn brutosalaris is 16/39 x de loontabel. Vanaf het moment dat ik in dienst ben zijn mijn vakantiedagen berekend over 30 dagen. Omdat ik parttime werk is dit uiteraard herleid. Ik val onder de cao voor de reisbranche.     Nu krijg ik ineens de mededeling van mijn werkgever dat zij alle contracten hebben uitgezocht etc en de conclusie is dat ik vanaf dit jaar nog maar recht heb op 24 dagen en dan herleid naar mijn parttime%.    Kan dit zomaar omgezet worden van 30 dagen naar 24 dagen ? Zijn die 30 dagen ondertussen een verworven recht dat zij niet zomaar mogen afpakken ?    Andere vragen:  Moet ik nu 16 uur werken omdat ik op mijn loonstrook betaald wordt voor 16/39uur ?  Of…  Op mijn loonstrook staat dat ik parttimer ben voor 40%, dus 40% van 39 uur is dus 7.8 uur per dag werken ?     Hoe zit dit nu allemaal precies en wat prevaleert ?   Hopelijk kunt u mij hierover berichten hoe dit nu precies zit zodat ik dit probleem met mijn werkgever kan overleggen.    ps: ik heb collegas waarin hun arb.ovk. 30 vakantiedagen staan afgesproken en die worden geschrapt per 1 januari 2012. Die van mij met terugwerkende kracht per 1 januari 2011 !! Dat is toch vreemd ?"
470531,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,sinds 1-1-2011 betaal ik mijn ex vrouw een afgesproken alimentatie. Nu is zij 65 jaar geworden en krijgt hierdoor aow. Mag ik dit bedrag van de alimentatie aftrekken?
470535,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,ik heb een arbeidsconflict met mijn werkgever. loop in de ziekte wet hierdoor en ben al op consult geweest bij de Maetys. nu ben ik uitgenodigd voor een gesprek met mijn werkgever. de maetys gaf aan dat ik een derde persoon mee mag nemen die mij bij staat zonder inbreng. hiemee wil mijn werkgever niet akkoord gaan. wat is mijn recht in deze en mocht ik mijn derde persoon mee nemen en zij wordt de deur geweigerd wat is dan mijn recht mag ik dan het gesprek weigeren?
470566,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,"ik heb een advocaat in de arm genomen om de achterstallige kinderalimentatie bij mijn ex op te eisen.  mijn ex zijn auto is in beslag genomen twee jaar geleden maar niet meegenomen omdat de politie en deurwaarder vreesde voor mijn veiligheid.  sinds een jaar betaald mijn ex, inclusief vijftig euro inlopen op achterstand(20.000).  vorig jaar heb ik onterecht van mijn advocaat zijn deurwaarder tweeduizend gekregen wat ze nu terug willen.  met mijn advocaat heb ik vorige week telefonisch afgesproken  dat mijn ex zijn boekhouding in moest gaan leveren om te kijken of hij niet meer kan inloop kan missen per maand zodat ik het incassobureau kan terug betalen.  nu heeft hij zonder medeweten en toestemming van mij, de advocaat van mijn ex een fax gestuurd waarin gezegt word dat hij met een goed betalingsregeling moet komen binnen tien dagen omdat anders zijn in beslag genomen auto word opgehaald.  nu vrees ik echter dat hij meteen stopt met betalen, en/of dat hij hier voor mijn deur staat om de boel kort en klein te slaan.  kan mijn advocaat dit zoma  ik heb al een aangetekende klaar liggen dat als mijn ex hier langs komt dat ik hem verantwoordelijk stel maar kan ik dit doen?"
470584,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Moeten mijn pauzes als arts-assistent op de Spoed Eisende Hulp worden uitbetaald? Tijdens de pauzes draag ik een telefoon en sein en kan ik de werkplek niet verlaten. Op dit moment werk ik bijvoorbeeld tussen 8.00u en 16.30u en krijg ik 8 uur uitbetaald, ondanks dat ik niet weg kan van mijn werkplek.    Met vriendelijke groet,  P.J.P. van der Ven"
470593,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,Mijn werkgever heeft me een beeindigingscontract gegeven met terug werkende kracht. Mag dit??
470640,Verbintenissenrecht (algemeen) - Incasso,Reactie via formulier op jurofoon.nl,"Hallo,    leesovereenkomst ondertekent, waarin staat dat de maandelijkse termijn bij automatische incasso afgeschreven mag worden. het bedrijf incasseerd op een datum dat er meestal geen geld op de rekening is, daarom kreeg ik elke maad een nota met een hoger bedrag o.v.m. admoinistratiekosten. om dit te voorkomen heb ik aan het bedrijf voorgesteld om iets eerder te incasseren, hiermee ging hij niet accoord. ik heb voorgesteld om zelf de mandelijks termijn over te maken, ook hier mee ging hij niet accoord en blijft zeggen dat hij aan de gemaakt afspraak wilt houden.     ben ik verplicht om mee te werken aan de incasso? en wat zijn de gevolgen?    met viendelijke groet  A. Mohamed"
470644,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Ik heb een huis gekocht en nu blijkt dat de schuur 50 cm gezakt is en dat de tuin 21 cm opgehoogd dient te worden, valt dit onder verborgen gebreken?"
470653,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,op 20 november 2000 ben ik officieel gescheiden. vanaf dat moment betaal ik partner en kinderalimentatie. De wettelijke limiet voor partneralimentatie is max 12 jaar. Eindigd die dan in mijn geval op 20 november 2012?
470655,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Goedendag,    Ik ben door de rechtbank van Leeuwarden uitgenodigd voor een zitting achter gesloten deuren. Tijdens de zitting kunnen beide ouders mondeling toelichting geven om een conflict over de omgangsregeling op te lossen. Mijn 12 jarige dochter heeft namelijk een brief geschreven naar de rechtbank waarin ze aangeeft geen lange weekenden bij haar vader willen zijn. De raad van de kinderbescherming zal ook aanwezig zijn, omdat die naar aanleiding van de brief een gesprek heeft gehad met mijn dochter.    Mijn vragen zijn als volgt:  1. Moet ik met een advocaat naar de rechtbank of mag je ook zonder gaan.  2. Als je zonder advocaat gaat hoe communiceert de rechtbank dan met mij (er wordt bijvoorbeeld genoemd in de beschikking dat er griffierecht verschuldigd is; maar nergens wordt genoemd hoe te betalen of hoeveel)  3. Is er voor een vader verhaal te halen op zijn rol voor de kinderen. Alimentatie betalen is verplicht, maar de plichten van mijn ex zijn nergens af te dwingen  4. is te voorkomen dat er in de rechtzaak nog meer bij komt en er uiteindelijk opnieuw een convenant gemaakt moet worden. De vraag gaat nu over weekenden, maar kan zomaar over geld en vakanties ook gaan toch?    Groet"
470658,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,Een beding in een huurovereenkomst waarin 2 maanden opzegtermijn is overeengekomen is dat niet rechtsgeldig?  Is een clausule in een huur contract in verband met de huurverhoging rechtsgeldig?  Mijn Lidmaatschap nummer is:230399
470679,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,Mijn huurwoning wordt in 2013 gesloopt en de woningbouw wil geen verhuiskosten betalen. Ook wordt er door de woningbouw niet gezocht naar passende woonruimte. Kan dit allemaal zo maar?
470734,Verbintenissenrecht (algemeen) - Incasso,Reactie via formulier op jurofoon.nl,"Hallo,ik ben 5jaar geleden overgestapt van kpn naar wanadoo,maar die kon mij geen telefoon erbinding leveren.  Ik heb toen kpn opdracht gegeen het te herstellen.dat is toen gelukt.  Nu krijg ik na 5jaar een rekening van Online voor internetdiensten die ik nooit heb gehad.  Heb zojuist conact opgenomen met kpn voor eventueel een contractoverzicht maar die hebben ze niet meer.  Graag advies in deze zaak gr.jan schelle ede"
470743,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Ik heb een A notering bij de BKR vanwege een achterstandsbetaling. Nu heeft de VW Bank nimmer mij een brief gestuurd waarin ik werd gesommeerd om de achterstand in te lopen met anders tot gevolg dat er een BKR notering zou plaats vinden. Ik heb hierover de VW bank meerdere malen aangeschreven, recentelijk aangetekend. Ik heb een telefoontje gehad van de desbetreffende medewerker en deze zou dit alsnog aan hun juridische afdeling voorleggen. Tot op heden hebben zij nooit gereageerd, ook niet op eerdere verzoeken om mijn klacht schriftelijk af te wijzen of om bewijs te leveren dat ik die brief heb ontvangen.  Vraag: Is de VW bank verplicht om mij schriftelijk op de hoogte te stellen dat ik een BKR notering ga krijgen indien ik niet binnen een bepaalde tijd betaald heb? en indien zij dit niet hebben gedaan, dient de VW bank de notering op basis van het bovenstaande in te trekken? Zo ja, op basis van welk wetsartikel is dat dan?"
470748,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,Ik heb een probleem met mijn werkgever. Ik heb al mijn ontslag ingedient en 30 september is mijn laatste werkdag. Ze zijn nu momenteel aan het verbouwen en hierdoor zit ik 2 weken thuis. Ik ging er vanuit dat dit door betaalt was omdat ik een vast salaris heb. ( staat overigens in mijn contract). Nu zijn ze van plan om de  weken dat ik thuis heb gezeten van mijn vakantie dagen af te halen. Ik heb hier niet voor gekozen en ben er absoluut niet mee accoord. Mijn vraag aan u is hebben ze hier zomaar recht op? wat zijn mijn opties en wat kan ik doen?
470782,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,mag een werknemer onslagnemen tijdens  een ziekmelding
470816,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,"Het gaat over het betalen van de nota van mijn advocaat inzake echtscheiding. Heb laatst een afrekening gekregen en voldaan maar nu krijg ik weer een nota van advocaten kantoor Hogenkamp. Dit betreft een nota die ze vergeten zijn te declaren bij de definitieve afrekening.    Ben ik nog verplicht om deze nota te voldoen, of ...    Met vriendleijke groet,  regina"
470825,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,"Ik woon in een huurwoning, ik heb internet voor huis aangevraagd maar toen ik hem binnenkreeg bleek dat ik geen KPN-lijn in mijn huis heb. Verhuurder zegt dat zij alleen voor de binnenkant van de woning verantwoordelijk zijn en willen geen KPN-lijn plaatsen. Ze zeggen dat ik zelf de lijn van de straat naar mijn woning moet aan laten leggen. Hier vraagt KPN ongeveer €600,- voor. Ik moet nu of €600,- betalen en dan internet thuis krijgen of een jaar lang voor niks internet betalen. Is de verhuurder niet verplicht mij toegang tot een telefoonlijn in het woning te bieden? En hoe kan ik dit het beste aanpakken?"
470863,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,"Er is een patstelling ontstaan met mijn werkgever. Ik kan niet gaan wegens whiplashklachten.Zij leggen het uit als niet willen. graag vraag ik uw adviesmet enige spoed.Zoals aangegeven in de brief van 14 september 2011 hebben wij ons beraden op verdergaande disciplinaire maatregelen. Wij geven u nog een laatste kans om in te gaan op onze uitnodiging tot een gesprek. Indien u hier geen gehoor aan geeft, zien wij ons genoodzaakt u ontslag aan te zeggen. Voor het behoud van uw dienstverband met Pantar Amsterdam is het daarom in uw belang dat u gehoor geeft aan onze uitnodiging."
470914,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,mijn man en ik gaan scheiden .  we hebben samen een koophuis waar onderwaarde heeft.  We hebben samen 2 kinderen .  Hij wil dat ik voorlopig in het huis blijf zitten voor de kinderen maar hij wil dat ik hem 800 euro hiervoor betaal maar ik werk zelf maar 1.5 dag ivm kind onder de 4   Dus dat kan ik dus niet betalen dus ben da genoodzaakt om bij mijn vader in te trekken .  Kan hij dit maken
470917,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,"Ik woon zins een half jaar in een woonconplec,waar wij maandelijks een vastbedrag betalen voor de energiekosten  op mijn vraag of het niet beter is termostaten aan de verwarming te plaatsen,krijg ik te horen dat kan wel maar dan op uw eigen kosten.ik gebruik dan minder energie maar  moet het zelfde blijveen betalen.mag dat !!"
470973,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,"toen ik mijn verhuurder belde dat ik overlast had van mijn buren (lawaai en een hoop vuilnis in de wandelgangen waardoor ik opndertussen een muizen probleem in huis heb, kreeg ik van de verhuurder (brabant wonen in den bosch) te horen dat dit zaken zijn voor de huurder en dat zij hier niets in kunnen en hoeven te doen, nu lees ik dus dat dit niet waar is an dat zij wel degelijk een verantwoordelijkheid hierin hebben.  Hoe dwing ik dit verder af? Bij welke instantie kan ik hiervoor aankloppen zodat alles ook volgens de letter der wet verloopt en ik niet in gebreke kom te staan als ik mijn maandelijkse huuroverdracht verrminder etc. in andere woorden wat kan en mag ik doen om de verhuurder aan te sporen zijn verantwoordelijkheid te nemen?"
470978,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,Waarom krijg je geen ziektewet uitkering als je meer uren hebt gewerkt dan je arbeidscontract urent?
470997,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Geachte dames en heren, het fenomeen ""brokers"" bij autoverhuur of hotelboekingen is u ongetwijfeld bekend. Vaak zijn de prijzen van de brokers lager dan wanneer je dezelfde auto huurt direct bij de grote 4 (Hertz, Avis, Europcar, Sixt). Maar de verhuurmaatschappijen proberen je dan - bovenop de huurprijs van de broker - extra diensten te verkopen die dan vaak extreem duur zijn. Zo betaalde ik onlangs bij Avis op Eindhoven Airport een premie van meer dan 50% voor het medebestuurderschap van mijn echtgenote. Dit werd mij bij het ondertekenen van het huurcontract niet expliciet gemeld, maar werd achteraf berekend. 148,75 euro op een totaal huurprijs van 285 euro. Ik vind dit een excessieve opslag en een goed voorbeeld van hoe autoverhuurders extra inkomen proberen te genereren op een onbehoorlijke wijze. Kan ik tegen deze excessieve naberekening in verweer komen?    Met vriendelijke groet,     R. A. Riphagen"
471014,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,als je getrouwd bent ben je dan in gemeenschap van goederen getrouwd of op huwlijkse voorwaarden
471037,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Hallo,  Mijn vriend en ik hebben vorig jaar een koophuis gekocht. Hiervoor zijn wij een geregistreerd partnerschap aangegaan onder gemeenschap van goederen. Vlak voordat wij dit huis kochten heeft mijn partner een erfenis ontvangen van zijn vader en van zijn opa, beide bedragen zitten in het huis, ik en mn ouders hebben veel eigen geld in het huis gestoken. De waarde van mijn geld en zijn erfenis is ongeveer gelijk. Voor zover ik weet stond er geen uitsluitingsclausule in een testament. Is het zo dat als het huis verkocht wordt voor het geld waarvoor wij het gekocht hebben hij meer recht heeft om het geld van de erfenis uit het huis te krijgen dan ik? Of zal dit geld eerlijk verdeeld worden? Het geld wat mn ouders in het huis geinvesteerd hebben is voornamelijk in goederen geweest, zoals kozijnen, keuken en vloeren. Dit kwam uit het bedrijf, is het mogelijk om een jaar na dato alsnog een rekening te sturen?"
471152,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Scheiden: samenlevend zonder contract. Huis gezamenlijk eigendom.  Huis staat te koop. Wie heeft, tot verkoop woning, recht van bewoning?"
471225,Huurrecht - (overig),Reactie via formulier op jurofoon.nl,"Er is door de huurcomissie een uitspraak geweest op  7 juni 2011, waarin staat “ ...omdat de woonruimte een gebrek vertoont, is redelijk dat de huurder met ingang van 1 november 2010 €194,07 per maand als huurprijs betaalt, zijnde 40% van de maximale huurprijs. Als de hiervoor genoemde gebrek is hersteld, is de huurder de geldende huurprijs van €448,80 verschuldigd met ingang van de eerste maand volgend op de maand waarin het gebrek verholpen is. Huurder en verhuurder worden wettelijk geacht te zijn overeengekomen wat in deze uitspraak is vastgesteld.”   Gezien het gesprek na 9 maanden is gemaakt is de verhuurder ons een flink bedrag verschuldigd.     Wij hebben een aangetekende brief gestuurd om de verhuurder op deze uitspraak te wijzen. De 8 weken om hierin tegen in beroep te gaan zijn verstreken. Wij willen nogmaals een aangetekende brief versturen met een termijn dat zij ons het bedrag moeten betalen, en zo niet.. 1. zouden wij in de brief kunnen zetten dat wij dat gaan inhouden van onze huur. Die we nu nog elke maand betalen? of  2. is het beter aan te geven dat wij een deurwaarder inschakelen?"
471270,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,verschil bedrijfarts arbeidsdeskundige
471279,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Als iemand mij een stuk grond wil schenken, moet dat dan vastgelegd worden bij een notaris of kan dat ook op een andere manier, want een notaris vraagt 1000 euro !!  En wat zijn de consequenties voor de ontvanger wat betreft de belasting dienst ?"
471420,Verbintenissenrecht (algemeen) - Incasso,Reactie via formulier op jurofoon.nl,"Mijn naam is Rene Kars.  lidmaatschaps nummer 233884.    Mijn vraag is de volgende; Ik ontving op mijn post adres een schrijven van een gerechts deurwaarder omtrend een openstaande huur over de periode van 1-12-2004 tot 1-10-2005. Ik heb en kon geen huur betalen daar ik in die periode gedetieneerd zat in Noorwegen, namenlijk vanaf 30-11-2004 tot 22-07-2011.  Het openstaande bedrag van de huur is 2.255,14 euro vermeerderd met deurwaard erskosten van 948,48 euro kwam dat totaal op 3.203,62.  Ik heb de wooningbouw vereneging Woonkracht 10 toen in overleg met een van u medewerkers een brief gestuurd daar ik van die schuld opbouw nooit door hun op de hoogte ben gesteld in welke vorm dan ook.  Op dat schrijven welke ik aangetekend verstuurde op 29-8-2011 kreeg ik geen reaktie tot zaterdag 1-10-2011.  Van deurwaarders kantoor Groenewegen en partners een aankondiging beslaglegging voor het bedrag van 4.145,46 euro. En die brief ontving ik op mijn post adres waar ik ook bij de gemeente als ook woonkracht 10 staat ingeschreven dat postadres is Fop Smitstraat 44, 2953XG Alblasserdam.  Groenewegen en partners stuurt mij de brief met dossier nummer S408.0057  /RBE/rbe, behandeld door R. Benschop.  Bovenaan staat; In boven genoemde zaak hebt u niet (volledig) voldaan aan uw verplichtingen. Ondanks het bezoek van onze gerechtsdeurwaarder(s), die u bij exploot bevel heeft gedaan tot betaling. Zoals eerder vermeld heb ik tot nu nooit een papier van welke deurwaarder ook ontvangen. Mijn vraag aan u is wat moet of kan ik doen om hier vanaf te komen maar ook om te zorgen dat de mensen waar ik mijn postadres heb geen problemen krijgen."
471424,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Goedendag,     Korte situatieschets:    Sinds een maand geleden heeft mijn ex besloten om uit elkaar te gaan (samenwonend met samenlevingscontract een 1 zoon van 9 jaar) Ik heb nog getracht gezamenlijk naar de MDD (maatschappelijke dienst defensie) te gaan, voor relatietherapie maar dit was voor haar te laat.    Nu kan zij per 1 november 2011 een huurwoning betrekken, dus zij wil haast maken met de te nemen stappen.     Een summier overzicht is dat ik voorlopig in de koopwoning blijf, die kosten volledig ga dragen en zij naar de huurwoning gaat (met huursubsidie, zorgtoeslag en kinderbijslag) totdat ik een oplossing heb gevonden om haar uit te kopen. Mocht die niet lukken dan zal het huis te koop moeten worden gezet.    Waar we niet uitkomen is het ouderschapplan. Ik wil co-ouderschap en zij geeft aan dat alles bespreekbaar is, edoch Mika (onze zoon) gaat met haar mee. Nu worden mijn kansen hierin steeds kleiner, daar ik bij de Marine werk en zij als stewardess de meeste tijd thuis is en voor onze zoon zorgt en heeft gezorgd. Ik probeer met mijn werkgever een compromis te sluiten door voor 4 jaar in Den Helder geplaatst te blijven om aan mijn co-ouderschapverplichting te kunnen voldoen.    Een niet onlogische conclusie wordt dan, dat ik alimentatie ga betalen en onze zoon bij zijn moeder gaat wonen. De omgangsregeling is dan ruim bespreekbaar. Ik heb in het begin een voorstel voor een bedrag per maand gedaan (150 euro), waarvan ik weet dat onze zoon inclusief de (kinder) toeslagen goed van onderhouden kan worden en waarin ik ruimte hou, om ook dingen voor hem te kopen.    Mijn ex gaat er niet mee akkoord en wil dat ik het maximale bedrag aan kinderalimentatie ga betalen wat de wet voorschrijft (partner alimentatie gaat niet op want we zijn niet getrouwd of geregistreerd partner). Een reden is en dat geeft ze indirect ook toe, is dat zij haar vaste laste per maand anders niet kan dragen.    Inmiddels zijn we bij een midiator geweest en ook hij heeft laten doorschemeren dat co-ouderschap in ons geval een mindere kans van slagen heeft, omdat de situatie voor onze scheiding was dat mijn ex hoofdzakelijk voor onze zoon zorgt (dmv 50% te gaan werken)    Ik heb zelf een bedrag berekend voor de tremanorm maar dan zou ik 450 euro moeten betalen zonder draagkracht berekening. Een summiere opsomming van mijn vaste kosten zijn:    Mijn netto inkomen is 2060 euro  Huis inclusief vaste lasten 1300 euro  Auto voor woonwerk inclusief brandstof 400 euro   Ik hou 300 euro over om van te leven      Netto inkomen partner is 1320 euro     Mijn vragen:  hoe sterk sta ik in dit verhaal  Hoe kan ik de alimentatie tot het redelijke beperken  Wat heeft het nieuwe wetsvoorstel voor uitwerking op wat hierboven omschreven staat.  Kan zij geld van rekeningen claimen die alleen op mijn naam staan (in het samenlevingscontract staat niets over afdelen van bankrekeningen)    Mocht u nog aanvullende informatie nodig hebben dan, verneem ik dat graag,    Nils Meester  meesterdesign@gmail.com<mailto:meesterdesign@gmail.com>              06-20058587"
471427,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Ik wil een contract opstellen voor mijn zoon (20jr),hij is sinds kort weer bij ons thuis maar dat werkt niet,gebruikt drugs en heeft heel veel schulden.Ik wil nu een contract maken met een datum dat hij hier er uit moet,is dat dan rechtsgeldig? vast bedankt"
471433,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,Tot welke leeftijd moet er alimentatie voor kinderen worden betaald?
471434,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Vraag over Alimentatie Onderzoek- expartner heeft al geruim anderhalf jaar een relatie. Nieuwe relatie is niet officieel maar middels een alimentatie onderzoek is dit wel aannemelijk te maken. Echter, deze kosten kunnen hoogoplopen. Partneralimentie is EUR1000,- bruto p/m vanaf apr 2005.  In 2017 zal de betaling dus aflopen. Is er nog een financiele haalbaarheid in dit verhaal?"
471442,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,L.S.  Ik heb een arbeidsovereenkomst getekend in 1997. Hierin is een opzegtermijn van twee maanden vastgelegd.  Is deze termijn anno 2011 nog steeds geldig of is deze contracttermijn overruled sinds de nieuwe wet waarin de termijn op een maand is bepaald?
471456,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,"in een echtscheidingsconvenant van mij en mijn ex man staat beschreven dat er een bepaalde spaarpolis bestemd is voor de dochter,geld is inmiddels uigekeerd en de vader heeft het geld zelf opgemaakt. mijn dochter is 18 jaar. Wat te doen nu?zij is studente en moet studiegeld betalen van die polis.kan zij een pro deo advocaat krijgen?"
471504,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,"Ik ben eigenaar van een bedrijf waar een personeelsvereniging is. Deze houdt iedere vrijdag een borrel op locatie van het bedrijf. Dit is buiten werktijd van de medewerkers maar dus wel op locatie van het bedrijf. Als daar drugs gebruikt worden, mag ik daar een medewerker voor ontslaan?"
471563,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,Ik heb na een zeer verhitte discussie met mijn werkgever mij ziek gemeld omdat ik denk dat de werksfeer is verpest. Mag hij mij dan een mail sturen waarin hij niet accepteert dat ik mij heb ziek gemeld. En hij mij verplicht morgenochtend op kantoor te verschijnen?
471631,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,Onze dochter wordt 09-10-2011 18 jaar. Nu is mijn ex-man van mening dat hij niet langer kinderalimentatie hoeft te betalen. Klopt dat ?
471657,Strafrecht - (overig),Reactie via formulier op jurofoon.nl,"hallo op 17 nov.a.s. kan ik naar de kantonrechter om mijn zaak te verdedigen, wat betreft een boete voor een verkeersovertreding begaan in erge sneeuw op 22 dec 2010. bedrag €166,--. graag wil ik kwijtschelding en aan u de vraag hoe kan ik met een goed verhaal komen...ik wacht met spanning op uw advies"
471671,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,1 september hebben we een huurovereenkomst ondertekend onder voorbehoud van een bankgarantie. Nu na een maand komt Actys ermee dat mijn partner ook op de bankgarantie moet staan en dat de bankgarantie 6 maanden ipv 3 maanden pas afloopt na beeindiging van de huur. De bankgarantie staat op mijn naam omdat er een nieuwe rekening afgesloten moest worden bij de rabobank want de  ING doet dit niet meer. Doordeweeks is mijn partner er nooit vanwege zijn werk dus staat die garantie op mijn naam omdat ik dat kon regelen en tekenen. Wat is hier mis mee dan? De makelaar heeft de bankgarantie en kan hij zomaar naar 6 maanden gaan ipv 3?
471742,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"ik heb een contract van 32 uur, ik werk dus 4 dagen en ben 1 dag vrij. Nu wil mijn werkgever dat ik die 32 uur verdeel over 5 dagen. Ik heb dit geprobeerd maar vind het verschrikkelijk. volgens mijn werkgever moet ik dit toch doen. wat is mijn recht moet ik dit accepteren"
